pid,event,time,fac_heduc,fac_heblack,fac_mixed
1721,1,5.829,12-15,No,No
1722,0,37.158,12-15,No,No
1723,0,29.999,<12,No,No
1724,0,1.407,12-15,No,No
1725,0,9.999,12-15,No,No
1726,1,1.1585,12-15,No,No
1727,1,9.999,16+,No,No
1728,0,12.769,<12,No,No
1729,0,44.999,<12,No,Yes
1730,1,12.8295,12-15,Yes,No
1731,0,40.854,<12,Yes,No
1732,1,5.081,12-15,No,No
1733,0,18.875,12-15,No,No
1734,0,21.352,12-15,No,No
1735,0,18.804,16+,No,No
1736,0,15.064,12-15,No,No
1737,1,8.0,12-15,No,No
1738,0,37.999,12-15,No,No
1739,0,29.355,12-15,No,No
1740,0,4.794,16+,No,No
1741,0,13.372,12-15,No,Yes
1742,0,35.08,12-15,No,No
1743,0,35.08,12-15,No,No
1744,0,2.79,16+,No,No
1745,1,24.446,12-15,No,No
1746,1,19.42,12-15,No,No
1747,1,10.0835,12-15,No,No
1748,0,4.789,<12,No,No
1749,0,13.697,12-15,No,No
1750,1,10.59,12-15,No,No
1751,0,24.999,12-15,No,No
1752,0,16.0,12-15,No,No
1753,0,12.739,16+,No,No
1754,0,21.648,<12,No,No
1755,0,19.058,12-15,No,No
1756,0,20.424,12-15,No,No
1757,0,54.251,12-15,No,No
1758,0,25.194,12-15,No,No
1759,0,2.623,<12,No,No
1760,0,18.579,12-15,No,No
1761,0,17.413,<12,No,No
1762,0,30.773,12-15,No,No
1763,0,5.424,12-15,No,No
1764,0,0.608,12-15,No,No
1765,0,23.414,12-15,No,No
1766,1,0.5145,<12,No,No
1767,0,13.999,<12,No,No
1768,0,13.999,<12,No,No
1769,1,22.442,12-15,No,No
1770,0,38.612,16+,No,No
1771,0,4.994,12-15,No,No
1772,0,28.14,12-15,No,No
1773,0,24.0,<12,No,No
1774,0,57.062,<12,No,No
1775,0,48.17,<12,No,No
1776,0,23.4,12-15,No,No
1777,0,27.343,12-15,No,No
1778,1,16.832,12-15,No,No
1779,1,0.999,<12,No,No
1780,1,1.503,12-15,No,No
1781,1,25.718,<12,Yes,No
1782,0,33.752,<12,No,Yes
1783,0,22.428,<12,Yes,No
1784,0,27.406,<12,No,No
1785,0,0.115,<12,No,No
1786,0,52.172,16+,No,No
1787,0,52.172,12-15,No,No
1788,1,19.0825,16+,No,No
1789,1,19.0825,16+,No,No
1790,0,32.923,12-15,Yes,No
1791,0,8.613,16+,No,No
1792,0,1.413,12-15,No,No
1793,0,8.0,16+,No,No
1794,0,48.422,<12,No,No
1795,0,24.526,<12,No,No
1796,0,22.467,12-15,No,No
1797,1,0.8735,<12,No,No
1798,1,3.921,12-15,No,No
1799,0,9.27,<12,No,No
1800,1,29.4125,<12,Yes,Yes
1801,0,13.032,12-15,Yes,No
1802,0,63.45,<12,No,No
1803,0,43.953,12-15,No,No
1804,1,3.4965,12-15,No,No
1805,0,34.691,<12,No,No
1806,1,5.8755,<12,No,No
1807,1,1.7605,12-15,No,No
1808,0,16.249,12-15,No,No
1809,0,8.534,12-15,No,No
1810,0,12.2,12-15,No,No
1811,1,9.4155,16+,No,No
1812,1,9.4155,16+,No,No
1813,0,46.582,12-15,No,No
1814,1,3.5045,12-15,No,No
1815,0,46.705,16+,No,No
1816,0,20.824,16+,No,No
1817,1,6.0015,16+,No,No
1818,1,18.086,16+,No,No
1819,1,6.0015,12-15,No,No
1820,1,25.6235,16+,No,No
1821,1,23.0005,12-15,No,No
1822,0,20.999,12-15,No,No
1823,0,30.998,12-15,No,No
1824,1,14.0835,16+,No,No
1825,0,16.816,12-15,No,No
1826,0,9.58,<12,No,No
1827,0,35.669,<12,No,No
1828,0,40.219,<12,No,No
1829,0,0.252,12-15,No,No
1830,0,0.252,12-15,No,No
1831,0,56.761,12-15,No,No
1832,1,7.6335,12-15,Yes,No
1833,1,3.332,<12,Yes,No
1834,1,7.0475,12-15,No,No
1835,0,0.999,12-15,No,No
1836,1,23.8305,12-15,No,No
1837,1,6.338,12-15,No,No
1838,0,3.904,12-15,No,No
1839,1,26.5245,12-15,No,No
1840,1,6.5025,12-15,No,No
1841,0,25.999,12-15,Yes,No
1842,0,17.793,12-15,No,No
1843,0,1.574,<12,No,No
1844,1,6.4995,12-15,No,No
1845,1,17.58,12-15,No,No
1846,1,29.7875,12-15,No,No
1847,0,15.669,12-15,No,No
1848,1,18.311,<12,Yes,No
1849,1,18.7955,<12,No,Yes
1850,0,9.897,12-15,Yes,No
1851,1,19.6225,<12,No,Yes
1852,1,0.419,12-15,No,No
1853,1,15.7355,<12,No,No
1854,0,2.973,<12,No,No
1855,0,2.973,12-15,No,No
1856,1,9.7635,<12,No,No
1857,0,14.749,<12,No,No
1858,0,26.998,12-15,No,No
1859,0,47.86,16+,No,No
1860,0,18.166,16+,No,No
1861,0,1.719,<12,No,No
1862,0,18.598,12-15,No,No
1863,0,40.411,16+,No,No
1864,0,20.925,16+,No,No
1865,0,13.511,16+,No,No
1866,0,18.505,<12,No,No
1867,1,6.2835,16+,No,No
1868,1,6.664,12-15,No,No
1869,0,14.327,12-15,No,No
1870,0,33.999,12-15,No,No
1871,0,32.819,12-15,No,No
1872,0,9.914,12-15,No,Yes
1873,0,49.99,<12,No,No
1874,0,49.99,<12,No,No
1875,0,45.758,<12,No,No
1876,1,27.499,<12,No,No
1877,0,28.936,12-15,No,No
1878,1,7.1265,16+,No,No
1879,0,0.846,16+,No,No
1880,1,16.616,12-15,No,No
1881,0,16.104,12-15,No,No
1882,1,4.9145,<12,No,No
1883,0,24.142,16+,No,No
1884,0,46.1,12-15,No,No
1885,1,23.7455,12-15,No,No
1886,0,57.561,12-15,No,No
1887,0,17.947,16+,No,No
1888,0,17.947,16+,No,No
1889,0,50.103,12-15,No,No
1890,0,50.103,12-15,No,No
1891,1,7.0005,<12,No,No
1892,0,28.997,<12,No,No
1893,0,8.52,12-15,No,No
1894,0,22.001,12-15,No,No
1895,0,46.24,<12,Yes,No
1896,0,60.882,12-15,No,No
1897,1,8.7475,16+,No,No
1898,0,4.865,12-15,No,No
1899,0,17.177,12-15,No,No
1900,0,21.092,12-15,No,No
1901,0,55.14,<12,No,No
1902,0,43.984,<12,No,No
1903,0,49.142,<12,No,No
1904,1,15.617,12-15,No,No
1905,0,17.722,12-15,No,No
1906,0,32.419,12-15,No,No
1907,1,2.0015,<12,No,No
1908,0,38.743,<12,No,No
1909,0,50.24,<12,No,No
1910,0,1.415,<12,No,No
1911,0,27.023,12-15,No,No
1912,1,9.3745,12-15,No,No
1913,1,4.0,12-15,No,No
1914,0,26.196,16+,No,No
1915,0,14.001,12-15,No,No
1916,0,14.001,12-15,No,No
1917,1,22.582,<12,No,Yes
1918,0,23.351,12-15,No,No
1919,1,11.923,<12,No,No
1920,1,6.4585,12-15,No,Yes
1921,0,9.259,12-15,No,No
1922,0,42.097,12-15,No,No
1923,1,12.1205,<12,No,No
1924,0,7.009,12-15,No,No
1925,1,10.122,12-15,Yes,Yes
1926,0,42.376,<12,No,Yes
1927,0,23.042,12-15,No,No
1928,0,19.003,12-15,No,No
1929,0,13.999,16+,No,No
1930,0,13.999,12-15,No,No
1931,0,1.068,<12,No,No
1932,0,27.201,<12,No,No
1933,1,0.917,<12,No,No
1934,1,2.168,16+,No,No
1935,1,8.583,12-15,No,No
1936,0,9.142,<12,Yes,No
1937,0,53.04,<12,No,Yes
1938,0,0.676,16+,No,No
1939,1,4.085,12-15,No,No
1940,0,6.177,<12,Yes,No
1941,0,6.661,12-15,No,No
1942,1,5.1635,12-15,No,Yes
1943,0,3.285,12-15,Yes,No
1944,1,13.2925,16+,No,No
1945,1,12.586,16+,No,No
1946,0,5.002,<12,No,No
1947,0,12.794,12-15,No,No
1948,1,7.0005,12-15,No,No
1949,1,20.3645,12-15,No,No
1950,0,10.806,16+,No,No
1951,0,5.043,16+,No,No
1952,0,7.948,16+,Yes,No
1953,1,10.9655,12-15,Yes,Yes
1954,0,11.953,12-15,Yes,Yes
1955,0,3.77,12-15,No,Yes
1956,0,2.001,12-15,No,Yes
1957,0,7.94,12-15,Yes,No
1958,0,20.0,<12,Yes,No
1959,0,20.0,12-15,Yes,No
1960,0,6.207,16+,No,No
1961,0,1.799,12-15,No,No
1962,1,2.649,12-15,No,No
1963,0,56.999,<12,No,No
1964,0,11.502,<12,No,No
1965,0,27.496,<12,No,No
1966,0,11.502,<12,No,No
1967,0,2.502,16+,No,No
1968,1,15.0035,12-15,No,No
1969,0,0.567,16+,No,No
1970,1,26.3765,<12,No,Yes
1971,1,3.335,12-15,No,Yes
1972,1,0.9995,<12,Yes,Yes
1973,0,15.63,12-15,Yes,No
1974,0,23.231,<12,Yes,Yes
1975,1,16.3175,12-15,Yes,Yes
1976,1,16.3315,<12,No,Yes
1977,0,7.02,16+,Yes,No
1978,0,25.366,12-15,No,Yes
1979,1,6.8335,12-15,Yes,No
1980,0,11.206,12-15,Yes,Yes
1981,0,18.097,12-15,No,No
1982,1,0.753,<12,No,No
1983,1,6.0835,12-15,No,No
1984,0,7.31,<12,No,No
1985,0,17.999,12-15,No,Yes
1986,1,8.271,12-15,Yes,No
1987,1,3.1665,<12,No,Yes
1988,0,10.664,<12,No,Yes
1989,0,5.328,12-15,No,No
1990,1,22.423,12-15,No,Yes
1991,0,20.69,12-15,Yes,No
1992,0,1.41,12-15,No,Yes
1993,1,10.168,12-15,Yes,No
1994,1,3.0005,12-15,Yes,Yes
1995,0,3.291,12-15,Yes,No
1996,1,2.1655,<12,Yes,Yes
1997,1,19.106,<12,Yes,No
1998,0,24.663,<12,No,Yes
1999,0,7.02,12-15,Yes,Yes
2000,0,2.494,<12,Yes,Yes
2001,0,35.001,<12,Yes,No
2002,0,10.916,12-15,No,Yes
2003,0,2.779,<12,Yes,No
2004,0,2.749,12-15,Yes,No
2005,1,6.598,<12,Yes,No
2006,0,1.503,<12,Yes,No
2007,1,19.2775,<12,Yes,Yes
2008,1,38.0915,<12,Yes,No
2009,1,4.0,<12,Yes,Yes
2010,1,11.2885,12-15,No,Yes
2011,0,27.441,12-15,Yes,Yes
2012,0,9.413,<12,Yes,No
2013,0,8.104,12-15,Yes,No
2014,0,4.104,12-15,Yes,No
2015,0,4.104,12-15,Yes,Yes
2016,0,28.0,<12,No,Yes
2017,0,20.041,<12,Yes,No
2018,1,2.4555,<12,No,Yes
2019,0,38.669,<12,No,Yes
2020,0,22.502,16+,No,No
2021,1,13.084,<12,No,No
2022,1,4.0,12-15,No,No
2023,1,1.503,<12,No,No
2024,0,1.369,12-15,No,No
2025,0,40.838,12-15,No,Yes
2026,0,33.689,12-15,No,Yes
2027,0,42.754,12-15,No,Yes
2028,1,8.167,<12,No,Yes
2029,1,3.1295,12-15,Yes,Yes
2030,1,5.3335,12-15,Yes,No
2031,1,5.826,16+,Yes,No
2032,0,3.173,16+,Yes,No
2033,0,7.759,12-15,No,No
2034,1,16.219,<12,No,No
2035,1,36.3775,<12,No,No
2036,0,27.381,12-15,No,No
2037,0,13.922,12-15,No,No
2038,1,8.252,12-15,No,No
2039,0,5.153,12-15,No,No
2040,0,18.319,12-15,No,No
2041,1,7.855,16+,No,No
2042,0,43.556,12-15,No,No
2043,1,2.1655,16+,No,No
2044,0,25.958,12-15,No,No
2045,1,4.17,16+,No,No
2046,0,8.0,12-15,Yes,No
2047,0,23.918,<12,No,Yes
2048,0,9.624,<12,Yes,Yes
2049,1,7.5975,12-15,No,Yes
2050,1,11.1075,<12,No,Yes
2051,1,29.1635,12-15,Yes,Yes
2052,1,11.6605,<12,Yes,Yes
2053,1,0.167,12-15,No,Yes
2054,0,29.999,12-15,No,No
2055,0,29.999,12-15,No,No
2056,0,15.54,12-15,No,Yes
2057,0,17.582,<12,Yes,Yes
2058,0,14.905,<12,Yes,No
2059,1,6.8335,12-15,No,Yes
2060,0,6.04,<12,Yes,No
2061,1,6.0015,12-15,No,No
2062,1,9.6945,12-15,No,No
2063,0,20.29,12-15,No,No
2064,0,20.29,12-15,No,No
2065,0,13.155,12-15,No,No
2066,1,14.1655,12-15,No,No
2067,0,12.665,12-15,No,No
2068,1,12.578,12-15,No,No
2069,0,0.164,12-15,No,No
2070,0,45.164,12-15,No,Yes
2071,0,12.999,<12,Yes,No
2072,0,4.539,<12,No,Yes
2073,1,14.8365,12-15,Yes,Yes
2074,1,11.9645,<12,Yes,No
2075,1,16.504,12-15,No,No
2076,1,5.503,12-15,No,No
2077,1,16.504,12-15,No,No
2078,1,5.503,12-15,No,No
2079,0,11.001,12-15,Yes,Yes
2080,1,17.2185,<12,No,No
2081,0,18.023,<12,No,No
2082,1,20.252,12-15,Yes,Yes
2083,1,17.5825,12-15,Yes,No
2084,1,6.0015,<12,No,Yes
2085,0,50.108,<12,Yes,No
2086,1,4.9145,12-15,Yes,No
2087,0,2.004,<12,Yes,No
2088,0,4.225,<12,Yes,No
2089,0,29.077,12-15,Yes,No
2090,0,39.669,16+,No,Yes
2091,1,3.3375,12-15,Yes,No
2092,1,2.171,<12,No,No
2093,0,56.668,<12,No,No
2094,0,49.511,<12,No,No
2095,0,15.17,12-15,No,No
2096,0,25.018,<12,No,No
2097,0,6.897,<12,No,No
2098,0,18.374,12-15,No,Yes
2099,1,3.666,12-15,Yes,Yes
2100,0,46.22,<12,No,No
2101,0,30.081,<12,No,No
2102,0,14.22,12-15,No,No
2103,1,17.952,<12,Yes,Yes
2104,0,37.539,<12,Yes,No
2105,0,48.252,<12,No,Yes
2106,1,15.622,12-15,Yes,No
2107,1,7.5045,12-15,No,No
2108,1,2.6615,12-15,No,No
2109,1,26.8885,<12,No,Yes
2110,1,20.1285,12-15,No,Yes
2111,0,20.942,<12,No,No
2112,1,5.588,12-15,No,No
2113,1,3.0855,16+,No,No
2114,0,11.904,<12,No,Yes
2115,0,11.904,12-15,Yes,Yes
2116,0,5.383,12-15,No,Yes
2117,1,1.084,<12,No,No
2118,1,12.2795,<12,No,No
2119,0,3.02,<12,No,No
2120,0,16.0,<12,No,Yes
2121,0,17.169,12-15,No,Yes
2122,0,1.728,12-15,Yes,No
2123,1,6.998,12-15,No,Yes
2124,0,13.875,16+,Yes,Yes
2125,0,18.71,12-15,No,Yes
2126,0,34.001,<12,Yes,No
2127,1,6.502,<12,No,No
2128,1,6.0165,12-15,No,No
2129,1,10.2505,12-15,No,No
2130,0,22.749,12-15,No,Yes
2131,0,24.999,12-15,Yes,No
2132,1,12.219,<12,Yes,No
2133,0,17.363,12-15,Yes,No
2134,0,29.999,<12,Yes,Yes
2135,0,24.044,12-15,No,No
2136,1,29.7275,16+,No,No
2137,0,33.96,<12,No,Yes
2138,0,15.589,12-15,Yes,No
2139,0,8.225,12-15,Yes,No
2140,1,15.918,12-15,No,Yes
2141,1,21.774,<12,Yes,Yes
2142,0,11.748,12-15,No,No
2143,0,11.748,16+,No,No
2144,0,16.901,<12,No,No
2145,0,0.523,12-15,No,No
2146,0,10.089,12-15,No,No
2147,1,19.6715,16+,No,No
2148,0,11.606,<12,No,No
2149,1,3.748,12-15,No,No
2150,1,25.065,<12,No,No
2151,0,43.745,<12,No,No
2152,1,46.962,12-15,Yes,No
2153,1,25.4125,<12,No,No
2154,0,33.695,16+,No,No
2155,0,46.535,<12,No,Yes
2156,1,6.975,12-15,Yes,No
2157,1,3.833,16+,Yes,No
2158,1,14.283,12-15,No,Yes
2159,0,19.896,12-15,No,Yes
2160,0,7.786,16+,No,No
2161,0,31.921,12-15,No,Yes
2162,1,0.4985,12-15,Yes,Yes
2163,1,2.0205,<12,No,Yes
2164,1,21.213,<12,No,Yes
2165,0,12.0,12-15,No,No
2166,0,20.129,12-15,No,No
2167,0,25.166,12-15,No,No
2168,1,2.6285,12-15,Yes,Yes
2169,0,21.952,16+,No,Yes
2170,1,13.539,<12,No,No
2171,0,12.235,<12,No,No
2172,1,8.9555,<12,Yes,No
2173,0,60.249,<12,No,Yes
2174,0,7.351,12-15,Yes,No
2175,1,2.1625,12-15,No,Yes
2176,1,2.1625,12-15,Yes,No
2177,1,19.7915,<12,No,Yes
2178,0,39.417,<12,Yes,Yes
2179,0,39.417,<12,No,Yes
2180,0,18.585,<12,Yes,No
2181,1,33.9955,12-15,No,Yes
2182,1,3.756,12-15,No,Yes
2183,1,8.2925,12-15,No,Yes
2184,0,18.212,12-15,No,Yes
2185,0,11.751,12-15,Yes,No
2186,0,13.763,<12,Yes,No
2187,1,12.5515,12-15,Yes,No
2188,0,14.319,<12,No,Yes
2189,0,12.747,<12,No,Yes
2190,0,12.931,<12,Yes,Yes
2191,1,22.0805,<12,Yes,No
2192,0,34.084,16+,No,No
2193,1,11.296,<12,No,No
2194,0,14.905,<12,Yes,Yes
2195,0,3.261,12-15,Yes,Yes
2196,0,11.102,<12,No,Yes
2197,0,35.756,<12,Yes,Yes
2198,0,19.332,<12,No,Yes
2199,0,3.808,<12,Yes,No
2200,0,5.509,<12,Yes,No
2201,1,13.418,12-15,No,No
2202,0,16.834,12-15,No,Yes
2203,0,12.0,<12,Yes,No
2204,1,11.303,<12,No,No
2205,0,6.297,12-15,No,No
2206,0,2.286,12-15,Yes,No
2207,1,9.618,16+,No,No
2208,0,2.012,12-15,No,No
2209,0,24.961,<12,Yes,Yes
2210,0,2.617,12-15,Yes,No
2211,0,40.523,12-15,No,No
2212,0,17.016,12-15,No,No
2213,0,42.921,<12,Yes,Yes
2214,0,42.921,<12,No,Yes
2215,0,2.256,12-15,Yes,No
2216,0,16.216,12-15,Yes,Yes
2217,0,1.911,12-15,Yes,No
2218,0,15.247,12-15,Yes,No
2219,0,28.0,<12,Yes,Yes
2220,0,1.563,12-15,Yes,Yes
2221,1,12.4845,12-15,No,No
2222,0,2.576,12-15,No,No
2223,0,15.603,12-15,No,Yes
2224,0,6.527,12-15,Yes,No
2225,0,47.25,12-15,No,No
2226,0,11.751,12-15,No,No
2227,0,16.339,12-15,No,No
2228,0,21.999,12-15,No,No
2229,1,4.7475,12-15,Yes,Yes
2230,0,11.502,<12,No,Yes
2231,0,14.856,12-15,No,Yes
2232,0,18.825,12-15,Yes,Yes
2233,0,17.065,12-15,No,Yes
2234,1,28.4985,12-15,Yes,No
2235,0,28.501,12-15,No,Yes
2236,0,36.041,12-15,No,Yes
2237,0,0.539,12-15,Yes,Yes
2238,0,11.841,<12,No,Yes
2239,0,32.164,<12,No,Yes
2240,0,5.372,12-15,Yes,Yes
2241,0,15.025,12-15,No,No
2242,0,8.512,12-15,No,No
2243,0,18.998,<12,No,Yes
2244,1,4.4955,<12,No,Yes
2245,1,17.503,<12,Yes,Yes
2246,0,4.72,16+,No,Yes
2247,1,24.9995,<12,No,Yes
2248,1,2.245,12-15,Yes,No
2249,0,19.554,12-15,Yes,Yes
2250,0,11.551,12-15,Yes,No
2251,0,11.551,12-15,No,Yes
2252,1,10.552,<12,Yes,Yes
2253,0,20.0,<12,No,No
2254,0,31.792,<12,No,Yes
2255,0,3.923,12-15,Yes,No
2256,1,5.5,<12,No,Yes
2257,0,24.999,12-15,Yes,Yes
2258,1,5.5605,<12,No,No
2259,1,4.337,<12,No,No
2260,0,0.621,<12,Yes,No
2261,0,20.137,<12,Yes,No
2262,0,3.855,<12,Yes,Yes
2263,1,18.4585,<12,Yes,Yes
2264,0,41.843,<12,No,Yes
2265,0,14.172,<12,Yes,Yes
2266,1,13.648,<12,No,Yes
2267,0,30.992,<12,Yes,No
2268,0,23.786,12-15,Yes,No
2269,1,7.168,16+,No,No
2270,0,1.498,<12,No,No
2271,1,22.7185,12-15,No,No
2272,0,6.409,12-15,No,No
2273,0,13.821,12-15,No,No
2274,0,0.534,<12,No,No
2275,0,19.877,12-15,No,No
2276,0,13.314,12-15,No,No
2277,0,13.821,12-15,No,No
2278,1,5.919,12-15,No,No
2279,0,42.434,12-15,No,No
2280,1,19.291,12-15,No,No
2281,0,38.919,<12,No,No
2282,0,27.86,<12,Yes,Yes
2283,0,27.86,<12,No,No
2284,0,6.708,<12,No,No
2285,0,21.169,<12,Yes,No
2286,0,3.086,<12,No,No
2287,0,8.901,<12,No,Yes
2288,0,17.585,<12,No,No
2289,0,35.828,<12,Yes,Yes
2290,1,16.6055,<12,Yes,Yes
2291,0,22.867,<12,Yes,Yes
2292,0,14.582,<12,No,Yes
2293,0,30.861,<12,No,Yes
2294,0,11.759,12-15,Yes,Yes
2295,0,4.534,12-15,No,Yes
2296,0,21.7,12-15,Yes,Yes
2297,0,0.381,12-15,Yes,No
2298,0,8.435,12-15,Yes,No
2299,0,47.852,<12,No,Yes
2300,0,2.305,12-15,Yes,No
2301,0,26.111,<12,Yes,No
2302,0,13.629,<12,Yes,Yes
2303,0,5.96,12-15,No,No
2304,1,1.5445,12-15,No,No
2305,1,19.2525,<12,No,No
2306,1,4.999,<12,No,No
2307,0,4.843,12-15,No,No
2308,0,4.843,12-15,No,No
2309,0,19.064,<12,No,No
2310,1,6.7515,12-15,No,No
2311,0,26.103,12-15,No,No
2312,0,4.307,16+,Yes,No
2313,1,17.577,12-15,Yes,No
2314,0,21.227,<12,Yes,Yes
2315,1,19.54,<12,No,Yes
2316,1,4.6595,12-15,Yes,Yes
2317,1,2.1435,<12,Yes,No
2318,0,7.751,<12,Yes,No
2319,0,5.604,12-15,Yes,No
2320,1,5.807,16+,No,Yes
2321,1,5.5085,12-15,No,Yes
2322,0,6.021,<12,Yes,Yes
2323,1,23.001,<12,No,Yes
2324,1,16.668,12-15,Yes,Yes
2325,1,16.668,12-15,No,No
2326,1,2.998,16+,Yes,Yes
2327,0,1.038,12-15,No,Yes
2328,0,2.971,<12,Yes,No
2329,0,53.142,12-15,No,No
2330,0,11.792,16+,No,No
2331,0,0.923,<12,No,No
2332,0,2.938,<12,Yes,Yes
2333,0,9.8,<12,No,Yes
2334,1,4.0,12-15,No,No
2335,0,18.127,12-15,No,No
2336,0,20.991,12-15,No,Yes
2337,0,38.428,12-15,No,No
2338,0,15.871,12-15,No,No
2339,1,2.168,<12,No,Yes
2340,0,21.593,12-15,Yes,No
2341,0,21.095,12-15,Yes,No
2342,1,11.028,<12,Yes,Yes
2343,0,1.448,12-15,No,No
2344,1,10.168,12-15,No,No
2345,0,28.17,16+,No,No
2346,0,22.47,<12,No,Yes
2347,0,6.146,12-15,Yes,No
2348,1,2.9155,<12,Yes,Yes
2349,1,2.9625,<12,No,Yes
2350,1,6.9185,12-15,No,Yes
2351,0,15.195,12-15,Yes,Yes
2352,1,0.427,12-15,No,No
2353,0,13.051,12-15,No,No
2354,0,14.472,12-15,No,No
2355,0,17.117,12-15,No,No
2356,0,39.803,<12,Yes,Yes
2357,0,25.166,<12,No,Yes
2358,1,9.5,12-15,No,Yes
2359,1,5.339,12-15,Yes,Yes
2360,1,13.254,12-15,No,No
2361,0,11.748,<12,Yes,Yes
2362,1,5.588,12-15,No,No
2363,1,0.5885,12-15,No,No
2364,1,0.4985,12-15,No,No
2365,0,22.973,12-15,Yes,Yes
2366,0,1.763,12-15,No,Yes
2367,0,43.097,12-15,No,Yes
2368,0,10.858,12-15,Yes,No
2369,1,2.9975,<12,Yes,Yes
2370,1,8.0025,12-15,Yes,Yes
2371,0,22.502,12-15,Yes,Yes
2372,0,57.415,<12,No,Yes
2373,1,18.9155,12-15,Yes,Yes
2374,0,8.534,12-15,No,No
2375,1,1.7275,12-15,No,No
2376,0,21.722,<12,No,Yes
2377,0,4.92,<12,Yes,No
2378,0,52.14,<12,No,No
2379,0,15.217,12-15,Yes,No
2380,1,8.983,12-15,No,Yes
2381,0,8.608,12-15,Yes,No
2382,0,1.098,12-15,Yes,No
2383,0,14.067,<12,No,No
2384,0,14.067,<12,No,No
2385,0,50.251,<12,No,Yes
2386,0,16.419,<12,No,Yes
2387,0,23.034,12-15,No,No
2388,0,12.304,12-15,No,No
2389,0,17.013,12-15,No,No
2390,1,30.2475,12-15,No,No
2391,0,35.181,<12,No,No
2392,0,0.832,12-15,No,No
2393,0,5.695,12-15,No,No
2394,1,17.1965,<12,Yes,No
2395,0,19.409,12-15,Yes,No
2396,0,49.687,<12,Yes,No
2397,0,10.001,<12,Yes,Yes
2398,0,15.997,<12,No,Yes
2399,1,10.338,12-15,No,No
2400,1,5.0475,12-15,No,No
2401,1,17.6265,<12,No,Yes
2402,0,16.093,12-15,Yes,Yes
2403,0,12.602,12-15,Yes,Yes
2404,0,52.794,<12,No,Yes
2405,1,16.586,12-15,Yes,Yes
2406,0,4.454,12-15,Yes,No
2407,0,11.546,<12,Yes,Yes
2408,0,50.182,<12,No,Yes
2409,0,35.001,<12,No,No
2410,0,2.472,12-15,No,No
2411,0,34.459,<12,Yes,Yes
2412,0,34.459,<12,No,Yes
2413,0,11.173,12-15,Yes,No
2414,0,10.094,<12,No,Yes
2415,0,10.094,12-15,Yes,No
2416,0,42.746,<12,Yes,No
2417,0,3.89,<12,Yes,No
2418,0,14.125,12-15,Yes,No
2419,0,27.499,<12,Yes,Yes
2420,0,3.305,<12,Yes,Yes
2421,0,48.246,<12,No,Yes
2422,1,9.3335,<12,No,Yes
2423,0,14.535,<12,Yes,Yes
2424,0,10.992,16+,No,No
2425,1,12.0,12-15,Yes,Yes
2426,0,30.88,12-15,No,Yes
2427,0,4.526,12-15,Yes,No
2428,0,11.765,16+,No,Yes
2429,1,2.3545,<12,Yes,Yes
2430,0,2.305,12-15,No,No
2431,0,0.945,12-15,No,No
2432,0,49.919,<12,Yes,Yes
2433,1,4.252,12-15,Yes,No
2434,1,14.5325,<12,Yes,Yes
2435,1,0.4985,<12,No,Yes
2436,1,11.477,12-15,Yes,Yes
2437,0,10.352,12-15,Yes,No
2438,0,3.376,12-15,No,No
2439,0,13.333,<12,No,No
2440,1,5.2075,12-15,No,No
2441,0,5.029,12-15,No,No
2442,1,8.0435,<12,No,No
2443,0,26.311,<12,Yes,Yes
2444,0,6.207,12-15,Yes,No
2445,1,4.6625,<12,Yes,Yes
2446,0,26.138,12-15,Yes,No
2447,0,16.205,<12,Yes,No
2448,0,54.251,<12,No,Yes
2449,0,17.15,<12,Yes,Yes
2450,1,5.191,12-15,Yes,No
2451,1,11.9455,<12,No,Yes
2452,0,11.028,12-15,Yes,Yes
2453,0,18.823,12-15,Yes,No
2454,1,7.5115,12-15,No,No
2455,0,6.001,<12,No,No
2456,1,24.611,<12,Yes,Yes
2457,0,4.066,12-15,Yes,Yes
2458,0,6.604,12-15,No,Yes
2459,1,4.419,12-15,No,No
2460,0,7.003,12-15,Yes,No
2461,1,5.9465,<12,Yes,No
2462,1,1.9305,<12,Yes,No
2463,0,14.998,<12,Yes,Yes
2464,0,35.455,<12,No,Yes
2465,0,16.999,<12,Yes,No
2466,0,19.168,16+,No,No
2467,0,6.264,12-15,No,No
2468,1,2.1795,<12,No,No
2469,1,1.5825,<12,No,No
2470,0,0.835,12-15,No,Yes
2471,0,3.888,<12,Yes,Yes
2472,1,22.6245,<12,No,No
2473,1,23.428,<12,No,No
2474,1,11.0005,<12,No,Yes
2475,0,4.057,12-15,Yes,No
2476,0,17.906,<12,No,No
2477,0,18.73,12-15,No,No
2478,0,15.362,12-15,No,No
2479,0,15.362,<12,No,No
2480,0,8.789,<12,No,Yes
2481,1,2.497,12-15,Yes,Yes
2482,0,49.774,<12,No,No
2483,0,46.171,<12,No,No
2484,0,21.363,<12,No,No
2485,0,14.998,12-15,No,No
2486,0,14.998,12-15,No,No
2487,1,12.4955,12-15,No,Yes
2488,1,1.1635,12-15,No,Yes
2489,1,2.248,<12,No,No
2490,1,13.4645,<12,Yes,No
2491,0,28.0,<12,No,No
2492,1,7.581,12-15,No,No
2493,1,16.9365,12-15,No,No
2494,0,20.515,<12,Yes,No
2495,1,7.329,<12,Yes,No
2496,0,13.676,<12,Yes,Yes
2497,1,9.1665,12-15,Yes,No
2498,1,2.056,12-15,No,Yes
2499,0,26.612,<12,Yes,No
